Block,Plot,Wood,Ivy,SeedlingNo,Ht_cm_2011Feb14,Ht_cm_2011May10,Ht_cm_2011Aug8,Ht_cm_2011Nov8,Status_2011Nov8,Ht_cm_2012Feb7,Status_2012Feb7,Ht_cm_2012May10,Status_2012May10,Ht_cm_2012Aug3,Status_2012Aug3,Notes
6,13-Jun,1,0,W336,4.5,5,5.6,6.6,1,6.6,1,6.6,1,5.7,1,
7,1-Jul,0,1,G335,3.4,4.2,3.5,4.1,1,4.6,1,3.8,1,,0,TR
7,1-Jul,0,1,G485,5.6,3.9,4.2,,0,,0,,0,,0,TR
7,1-Jul,0,1,G227,3.4,3.6,3.4,3.5,1,3.2,1,1.9,1,,0,TR
7,1-Jul,0,1,G336,4.2,4.4,5.2,,0,,0,,0,,0,
7,1-Jul,0,1,R104,3.1,3.5,2.7,,0,,0,,0,,0,TR
7,1-Jul,0,1,G80,4.5,4.5,4,,0,,0,,0,,0,TR
7,1-Jul,0,1,G307,3.5,4.1,3.6,,0,,0,,0,,0,TR
7,1-Jul,0,1,G19,4,3.3,,,0,,0,,0,,0,TR
7,1-Jul,0,1,R272,3,2.9,2.3,2.8,1,2.8,1,2.2,1,,0,TR
7,1-Jul,0,1,R261,5.2,3.8,4.3,3.9,1,4.5,1,3.3,1,,0,TR
7,1-Jul,0,1,W365,4.1,3.8,3.4,4.5,1,4.2,1,4.3,1,3.8,1,
7,1-Jul,0,1,W116,3.5,4.1,M,,0,,0,,0,,0,TR
7,1-Jul,0,1,R283,2.3,1.6,1.6,2.8,1,3.2,1,,0,,0,
7,1-Jul,0,1,R306,3.7,3.7,2.6,,0,,0,,0,,0,TR
7,1-Jul,0,1,W337,1.6,3.2,3.2,,0,,0,,0,,0,TR
7,1-Jul,0,1,W472,4.5,4.4,3.8,4.5,1,4.2,1,3.3,1,,0,TR
7,5-Jul,0,0,R61,2.7,2.4,2.8,4.2,1,5.2,1,3.8,1,,0,TR
7,5-Jul,0,0,R191,5.6,4.8,5.2,,0,,0,,0,,0,TR
7,5-Jul,0,0,G385,4.5,4.7,4.7,,0,,0,,0,,0,TR
7,5-Jul,0,0,G490,6.5,6.3,6.4,6.2,1,5.8,1,5.2,1,5,1,
7,5-Jul,0,0,R23,3,3.5,3.7,,0,,0,,0,,0,TR
7,5-Jul,0,0,R47,4.2,4.1,2.6,,0,,0,,0,,0,
7,5-Jul,0,0,G316,4.1,3.4,6.1,,0,,0,,0,,0,TR
7,5-Jul,0,0,R154,4.4,4.1,4,,0,,0,,0,,0,TR
7,5-Jul,0,0,W366,3.2,3.5,4.5,4.8,1,,0,,0,,0,TR
7,5-Jul,0,0,R280,4.6,4.4,3.5,,0,,0,,0,,0,TR
7,5-Jul,0,0,R378,4.2,3.4,2.9,,0,,0,,0,,0,TR
7,5-Jul,0,0,R380,4,3.2,3.2,2.8,1,4,1,3.9,1,4.2,1,
7,5-Jul,0,0,W431,3.4,2.4,2.6,,0,,0,,0,,0,TR
7,5-Jul,0,0,R387,4.1,3.9,2.9,,0,,0,,0,,0,TR
7,5-Jul,0,0,R334,5.2,4.9,6.7,,0,,0,,0,,0,TR
7,5-Jul,0,0,W320,4.4,3.8,5,5.6,1,4.6,1,5.8,1,5.2,1,
7,9-Jul,1,1,G70,4.9,4.6,5.8,5.4,1,6.6,1,8.1,1,8.4,1,
7,9-Jul,1,1,R103,3.5,4,3.2,2.8,1,2.2,1,2.8,1,,0,TR
7,9-Jul,1,1,G74,4,4.3,4.2,5.1,1,5.3,1,5.3,1,5,1,
7,9-Jul,1,1,G317,4.2,4.3,5.2,5.8,1,5.4,1,3.6,1,4.5,1,
7,9-Jul,1,1,G73,3.2,3.6,,,0,,0,,0,,0,TR
7,9-Jul,1,1,R30,2.4,3,2.3,3,1,3.7,1,3.3,1,2.5,1,
7,9-Jul,1,1,R185,6,6.4,6.2,5.2,1,5.6,1,5.5,1,5.2,1,
7,9-Jul,1,1,R42,4.2,3.8,3.5,2.9,1,2.9,1,2.5,1,1.8,1,
7,9-Jul,1,1,R229,3.1,2.5,4,5.1,1,4,1,3.5,1,4.1,1,
7,9-Jul,1,1,R248,5.2,4.3,5.2,3.4,1,4.9,1,4.6,1,3.8,1,
7,9-Jul,1,1,W51,4.6,4.2,5,5.5,1,4.7,1,4.3,1,5.2,1,
7,9-Jul,1,1,R302,5.2,5.2,5.8,6.1,1,5,1,5.7,1,5.6,1,
7,9-Jul,1,1,R299,4.6,4.6,5,5.4,1,5.2,1,4.8,1,6.2,1,
7,9-Jul,1,1,W355,4.2,,,,0,,0,,0,,0,TR
7,9-Jul,1,1,R298,3.6,3.6,3.8,4.5,1,3.2,1,4.2,1,6.3,1,
7,9-Jul,1,1,W426,3.4,2.6,3.7,3.9,1,4.1,1,3.2,1,2.8,1,A few yellow needles
7,13-Jul,1,0,R134,4.2,4,3.1,4,1,3.8,1,3.3,1,3.3,1,
7,13-Jul,1,0,R114,4,2.5,2.5,3.2,1,2.1,1,2.4,1,3.2,1,
7,13-Jul,1,0,R24,3,4,3,3.2,1,2.8,1,3.6,1,3.3,1,
7,13-Jul,1,0,R141,3.5,3.2,3.8,5.1,1,4.7,1,3.6,1,3.8,1,Uprooted a bit
7,13-Jul,1,0,R166,4.3,4.9,4.3,4.8,1,4.2,1,3.8,1,4.9,1,
7,13-Jul,1,0,G489,4.2,4.4,5,4.9,1,5.2,1,5.4,1,5,1,
7,13-Jul,1,0,G68,4.5,4.5,5.1,5.3,1,5.4,1,5.6,1,5.3,1,
7,13-Jul,1,0,G155,5,4.4,4.9,4.7,1,4.1,1,3.8,1,6.3,1,
7,13-Jul,1,0,W474,4.2,3.6,2.6,5,1,4.5,1,4.6,1,5.8,1,
7,13-Jul,1,0,W316,5.5,5.5,6.2,5.7,1,6.2,1,4.2,1,6.7,1,
7,13-Jul,1,0,R319,4.4,2.4,2.8,4,1,3.3,1,2.9,1,4.5,1,
7,13-Jul,1,0,R320,3.7,3.7,3.8,4.8,1,4.1,1,3.3,1,4.1,1,
7,13-Jul,1,0,R301,5.5,5.2,6,5.3,1,5,1,5.4,1,6.8,1,
7,13-Jul,1,0,R309,4.6,4.1,3.5,3.7,1,4.3,1,3.8,1,3.8,1,
7,13-Jul,1,0,R242,3.7,3.6,3.3,4.2,1,4.1,1,4.5,1,5,1,
7,13-Jul,1,0,R243,1.2,1.6,2.2,2.7,1,2.9,1,3.2,1,3.3,1,Uprooted a bit
7,,1,1,W438,,1.7,2.5,2.7,1,3.8,1,2.3,1,,0,
7,,0,1,R381,,,2.8,4.2,1,4.5,1,2.8,1,,0,TR
